id,requirement,minimum_acceptance,status,implementation,tests,verification_evidence,blocker_reason,remaining_work
NET-007,The system SHALL support distributed containment that does not depend on a central decision for every packet.,Central controller outage does not remove local limits.,PARTIAL,[],"[{""file"": ""tests/network-perception.test.mjs"", ""declaration"": ""test('NET-001 NET-002 NET-003 NET-007 NET-009 RUN-001: local process dispatch requires exact tenant/device/service capability, even offline', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NET-008,Network policy changes SHALL be protected actions and tested for unintended exposure.,A rule opening a database to 0.0.0.0/0 is denied by constitution.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NET-009,The system SHALL identify and control east-west traffic generated by service accounts and workloads.,Compromised workload cannot laterally scan unrelated services.,PARTIAL,[],"[{""file"": ""tests/network-perception.test.mjs"", ""declaration"": ""test('NET-001 NET-002 NET-003 NET-007 NET-009 RUN-001: local process dispatch requires exact tenant/device/service capability, even offline', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NET-010,"The runtime shall expose containment time, dropped traffic and affected capabilities for incident analysis.",Incident report reconstructs the containment sequence.,PARTIAL,[],"[{""file"": ""tests/network-perception.test.mjs"", ""declaration"": ""test('NET-004 NET-005 NET-006 NET-010 RUN-004 RUN-008 RUN-009: rate, quarantine, revocation, exhaustion and containment counters', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
PER-001,Protected plaintext SHALL be decrypted only inside an attested trusted component when Secure Perception mode is required.,General-purpose OS memory inspection does not reveal protected test plaintext.,PARTIAL,[],"[{""file"": ""tests/network-perception.test.mjs"", ""declaration"": ""test('PER-001 PER-003 PER-006 PER-007 PER-009 PER-010: software transport contract encrypts only allowed fields and never claims hardware assurance', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
PER-002,"The protected display path SHALL prevent ordinary application screenshot, DOM extraction, clipboard access and accessibility scraping of protected content.",Automated hostile client tests return opaque surface or denied output.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
PER-003,"The trusted component SHALL receive protected content directly from an authenticated service or gate, not from untrusted window content.",Malware cannot substitute displayed values without invalidating the trusted session.,PARTIAL,[],"[{""file"": ""tests/network-perception.test.mjs"", ""declaration"": ""test('PER-001 PER-003 PER-006 PER-007 PER-009 PER-010: software transport contract encrypts only allowed fields and never claims hardware assurance', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
PER-004,The user SHALL have a hardware- or trusted-path-backed indication that Secure Mode is active.,Untrusted OS overlay cannot reproduce the full trusted indication in the threat model.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
PER-005,Safety-relevant input SHALL use a trusted input path when the user is approving or entering protected values.,Key/input interception test does not recover protected entry.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
PER-006,"The platform SHALL minimise content displayed and apply purpose, field and time constraints.",User sees only data required by the active task.,PARTIAL,[],"[{""file"": ""tests/network-perception.test.mjs"", ""declaration"": ""test('PER-001 PER-003 PER-006 PER-007 PER-009 PER-010: software transport contract encrypts only allowed fields and never claims hardware assurance', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
PER-007,"Secure Perception SHALL fail closed when attestation, protected path or version trust fails.",Modified trusted component receives no decryption material.,PARTIAL,[],"[{""file"": ""tests/http-concurrency-ui.test.mjs"", ""declaration"": ""test('PER-007 PER-009: Secure Perception remains explicitly unavailable and fails closed', async t => { const h = await httpFixture(t), result = await h.request('/v1/secure-perception/session', { method: 'POST', body: {} }); assert.equal(result.status, 501); assert.match(result.data.error.message, /no plaintext release/); });""}, {""file"": ""tests/network-perception.test.mjs"", ""declaration"": ""test('PER-001 PER-003 PER-006 PER-007 PER-009 PER-010: software transport contract encrypts only allowed fields and never claims hardware assurance', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
PER-008,"The architecture SHALL document residual risks including external camera, deliberate memorisation, compromised trusted hardware and side channels.",Product documentation never claims prevention of all visual exfiltration.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
PER-009,Secure Perception SHALL remain an optional gated module until supported hardware and usability meet acceptance criteria.,Finance MVP can ship without falsely depending on unavailable hardware.,PARTIAL,[],"[{""file"": ""tests/http-concurrency-ui.test.mjs"", ""declaration"": ""test('PER-007 PER-009: Secure Perception remains explicitly unavailable and fails closed', async t => { const h = await httpFixture(t), result = await h.request('/v1/secure-perception/session', { method: 'POST', body: {} }); assert.equal(result.status, 501); assert.match(result.data.error.message, /no plaintext release/); });""}, {""file"": ""tests/network-perception.test.mjs"", ""declaration"": ""test('PER-001 PER-003 PER-006 PER-007 PER-009 PER-010: software transport contract encrypts only allowed fields and never claims hardware assurance', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
PER-010,The platform SHALL support a fallback controlled workspace or remote-rendering mode with clearly lower assurance classification.,Fallback is labelled and policy can forbid it for selected data.,PARTIAL,[],"[{""file"": ""tests/network-perception.test.mjs"", ""declaration"": ""test('PER-001 PER-003 PER-006 PER-007 PER-009 PER-010: software transport contract encrypts only allowed fields and never claims hardware assurance', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
KEY-001,No complete customer root private key SHALL be present in vendor-controlled systems.,Vendor environment compromise cannot perform root signature.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
KEY-002,Customer root operations SHALL support threshold cryptography or threshold-controlled HSM signing.,Configured quorum is required and individual shares never reconstruct in application memory.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
KEY-003,"Key shares SHALL be separated across independent custodians, devices and failure domains.",Loss/compromise of one location does not meet threshold.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
KEY-004,"Key generation SHALL use approved cryptographic random generation; optional quantum entropy SHALL be treated as an input to randomness health, not as a substitute for key governance.",Randomness tests and provenance are recorded without overstating “quantum protection.”,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
KEY-005,The platform SHALL implement cryptographic agility with versioned algorithms and migration policy.,A test tenant can migrate signing algorithms without losing audit verification.,VERIFIED,"[""src/crypto.mjs"", ""src/suites.mjs"", ""src/key-governance.mjs"", ""src/store.mjs"", ""src/fabric.mjs"", ""scripts/verify-export-webcrypto.mjs""]","[{""file"": ""tests/completion-security.test.mjs"", ""declaration"": ""test('KEY-005 KEY-006: algorithm migration preserves historical signatures and binds suite', () => {""}, {""file"": ""tests/crypto-agility.test.mjs"", ""declaration"": ""test('KEY-005 COM-002: key algorithm, suite, signature encoding and verification cutoff cannot be confused', () => {""}, {""file"": ""tests/crypto-agility.test.mjs"", ""declaration"": ""test('KEY-005 KEY-010 NFR-MNT-002: independent verifiers accept mixed-suite audit history and reject cross-suite tampering', t => {""}, {""file"": ""tests/crypto-agility.test.mjs"", ""declaration"": ""test('KEY-005 KEY-008 KEY-010: customer-quorum suite rotation survives restart and preserves independently pinned audit history', t => {""}, {""file"": ""tests/crypto-agility.test.mjs"", ""declaration"": ""test('KEY-005: execution suite rotation invalidates old live authority and a stale peer cannot mint with the retired key', t => {""}]","[{""command"": ""python3 scripts/record-verification.py"", ""result_file"": ""reports/evidence/current-tests.xml"", ""result_sha256"": ""f64a88c7178693e69c46c83b34d3970e3458f3862ea9929b2bb9de55baaf5feb"", ""passing_test_names"": [""KEY-005 COM-002: key algorithm, suite, signature encoding and verification cutoff cannot be confused"", ""KEY-005 KEY-010 NFR-MNT-002: independent verifiers accept mixed-suite audit history and reject cross-suite tampering"", ""KEY-005 KEY-008 KEY-010: customer-quorum suite rotation survives restart and preserves independently pinned audit history"", ""KEY-005: execution suite rotation invalidates old live authority and a stale peer cannot mint with the retired key""], ""source_hashes"": {""src/crypto.mjs"": ""e808ec0323ae8810b3b4dcbd4da0807d2de4f9547aaafb6007fba4d87f2b2a78"", ""src/suites.mjs"": ""5f7876250d914e475d4f449e2676a971c404622fa063aeba321040a19ab2206e"", ""src/key-governance.mjs"": ""383b83e59886954e24a829c852c612c40d1284e13b3a2e03b00b0436f80d1253"", ""src/store.mjs"": ""dedd6be74eb6925b59991b298dfb2e3dcb1f628474f32cb7da4bb036fe101bc2"", ""src/fabric.mjs"": ""7999a57727fbf4daf3ff25706e264d4f290a347cc65bb722f91e18ca667483ee"", ""scripts/verify-export-webcrypto.mjs"": ""7d7f288acf549be71e6cfb437d1da3eb041c148dc240e03855e833d613ac185b"", ""tests/crypto-agility.test.mjs"": ""533b96eeac2f81fd0da5c3bd51bfc0d53d7b701bf6f65a92cad0b078309e1d7d""}}]",,
KEY-006,"Post-quantum algorithms SHALL be introduced according to current standards, interoperability and risk, not marketing labels.",Algorithm inventory maps each use to approved profile and transition plan.,PARTIAL,[],"[{""file"": ""tests/completion-security.test.mjs"", ""declaration"": ""test('KEY-005 KEY-006: algorithm migration preserves historical signatures and binds suite', () => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
KEY-007,"Root, policy, execution, audit and support keys SHALL be logically and operationally separated.",Compromise of support key cannot sign policy or execution.,PARTIAL,[],"[{""file"": ""tests/canonical.test.mjs"", ""declaration"": ""test('COM-002 KEY-007: Ed25519 domain-separated signatures reject every altered field', () => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
KEY-008,"Keys SHALL have rotation, revocation, backup, destruction and compromise procedures.",Ceremony evidence and drill records exist.,PARTIAL,[],"[{""file"": ""tests/crypto-agility.test.mjs"", ""declaration"": ""test('KEY-005 KEY-008 KEY-010: customer-quorum suite rotation survives restart and preserves independently pinned audit history', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
KEY-009,"Key recovery SHALL require a threshold, delay and out-of-band notification appropriate to the root risk.",Two custodians cannot recover a 3-of-5 root.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
KEY-010,The system SHALL publish independent verification material without publishing secret key material.,Third party verifies certificates and transparency proofs offline.,PARTIAL,[],"[{""file"": ""tests/crypto-agility.test.mjs"", ""declaration"": ""test('KEY-005 KEY-010 NFR-MNT-002: independent verifiers accept mixed-suite audit history and reject cross-suite tampering', t => {""}, {""file"": ""tests/crypto-agility.test.mjs"", ""declaration"": ""test('KEY-005 KEY-008 KEY-010: customer-quorum suite rotation survives restart and preserves independently pinned audit history', t => {""}, {""file"": ""tests/extended-security.test.mjs"", ""declaration"": ""test('KEY-010 NFR-MNT-002: independent verifiers reject signed-log tampering and duplicate JSON keys', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
KEY-011,HSM and trusted-component firmware/version trust SHALL be policy inputs.,Known-revoked firmware loses authorisation.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
KEY-012,"Key ceremonies SHALL be documented, witnessed and reproducible.","Ceremony checklist records participants, devices, hashes and exceptions.",NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AUD-001,Security-relevant records SHALL be append-only and cryptographically linked.,Deletion or modification breaks independently verifiable continuity proof.,PARTIAL,[],"[{""file"": ""tests/runtime-audit.test.mjs"", ""declaration"": ""test('AUD-001 AUD-005: export verifies with pinned root and rejects edit, reorder, removal and wrong root', t => {""}, {""file"": ""tests/runtime-audit.test.mjs"", ""declaration"": ""test('AUD-001: append-only triggers reject SQL update and deletion', t => { const h = fixture(t); assert.throws(() => h.f.store.db.exec(\""DELETE FROM audit WHERE tenant='acme'\"")); assert.throws(() => h.f.store.db.exec(\""UPDATE audit SET hash='forged' WHERE tenant='acme'\"")); });""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AUD-002,"The transparency log SHALL record capsule, evidence digest, policy decision, certificate, execution and observed outcome references.",Full action chain is reconstructable.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AUD-003,"Sensitive payloads SHALL be minimised, encrypted and access-controlled separately from integrity metadata.",Verifier can validate integrity without broad plaintext access.,PARTIAL,[],"[{""file"": ""tests/canonical.test.mjs"", ""declaration"": ""test('AUD-003: AES-GCM binds ciphertext to tenant, record id and key', () => {""}, {""file"": ""tests/lifecycle.test.mjs"", ""declaration"": ""test('AUD-003 CON-003: stored sensitive fields never appear as plaintext in database/WAL', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AUD-004,Logs SHALL include trusted timestamps and ordering sufficient to detect replay and policy races.,Test replay is identifiable from log state.,PARTIAL,[],"[{""file"": ""tests/lifecycle.test.mjs"", ""declaration"": ""test('AUD-004: persisted clock regression halts security mutation', t => { const h = fixture(t); h.proposed(); h.advance(-1); assert.throws(() => h.proposed(), hasCode('INV-503-TIME')); });""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AUD-005,Customers SHALL be able to export their evidence and verify it without continued vendor availability.,Offline verifier validates exported bundle.,PARTIAL,[],"[{""file"": ""tests/runtime-audit.test.mjs"", ""declaration"": ""test('AUD-001 AUD-005: export verifies with pinned root and rejects edit, reorder, removal and wrong root', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AUD-006,"Audit retention SHALL be configurable by action class, legal basis and customer instruction.",Retention engine applies and records deletion/hold decisions.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AUD-007,Administrator access to logs SHALL itself be logged and protected.,Support access produces immutable record and purpose.,PARTIAL,[],"[{""file"": ""tests/runtime-audit.test.mjs"", ""declaration"": ""test('AUD-007: audit export access is itself recorded', t => { const h = fixture(t), bundle = h.f.exportAudit(h.p('auditor'), 'Authorised inspection'); assert.equal(bundle.entries.at(-1).envelope.payload.type, 'AUDIT_ACCESSED'); });""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AUD-008,The system SHALL support external witness or checkpoint publication for high-assurance tenants.,A forked log is detected by witness comparison.,PARTIAL,[],"[{""file"": ""tests/runtime-audit.test.mjs"", ""declaration"": ""test('AUD-008: externally pinned prior checkpoint detects a fork and truncation', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AUD-009,Operational telemetry SHALL separate security evidence from product analytics.,Disabling optional analytics does not disable required security evidence.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AUD-010,"The platform SHALL provide audit views for finance, security, privacy and technical assessors with least-privilege fields.",Each role sees only necessary information.,PARTIAL,[],"[{""file"": ""tests/completion-security.test.mjs"", ""declaration"": ""test('AUD-010: role projections reject cross-role/tenant access and never expose full source envelopes', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AIG-001,"AI SHALL NOT independently issue root, policy or high-risk execution authority.",Removing deterministic approval path prevents AI-only execution.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AIG-002,"AI MAY classify intent, extract proposed fields, explain decisions, simulate policy and generate adversarial test cases.",All AI output is marked proposed/advisory until validated.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AIG-003,AI-derived structured fields SHALL preserve source provenance and uncertainty.,Operator can trace a field to source span and confidence.,PARTIAL,[],"[{""file"": ""tests/completion-security.test.mjs"", ""declaration"": ""test('AIG-003 AIG-004 AIG-007: advisory extraction preserves spans/context and enforces narrow source, tenant and output authority', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AIG-004,"Prompt, model, provider, version and tool context SHALL be recorded for material AI-assisted decisions.",Audit can reproduce or compare the advisory step.,PARTIAL,[],"[{""file"": ""tests/completion-security.test.mjs"", ""declaration"": ""test('AIG-003 AIG-004 AIG-007: advisory extraction preserves spans/context and enforces narrow source, tenant and output authority', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AIG-005,Customer content SHALL not be used for general model training without explicit lawful agreement.,Provider settings and contract evidence support the configured mode.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AIG-006,Prompt injection and untrusted document content SHALL be treated as attacker-controlled input.,Adversarial document cannot change system policy or tool authority.,PARTIAL,[],"[{""file"": ""tests/extended-security.test.mjs"", ""declaration"": ""test('AIG-006: source prose cannot override typed policy fields', t => {""}, {""file"": ""tests/lifecycle.test.mjs"", ""declaration"": ""test('EVD-005 AIG-006: email/advisory evidence cannot confer authority', t => { const h = fixture(t), r = h.proposed(); h.evidence(r, { issuer: 'email' }); h.evidence(r, { issuer: 'bank', advisory: true }); h.approve(r); assert.equal(h.f.evaluate(h.p(), r.capsule.capsule_id).decision, 'ESCROW'); });""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AIG-007,AI tools SHALL receive narrow capabilities and output limits.,Model cannot access unrelated tenant data or execute unapproved calls.,PARTIAL,[],"[{""file"": ""tests/completion-security.test.mjs"", ""declaration"": ""test('AIG-003 AIG-004 AIG-007: advisory extraction preserves spans/context and enforces narrow source, tenant and output authority', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AIG-008,High-impact AI recommendations SHALL be corroborated by deterministic checks or authoritative evidence.,AI risk score alone cannot satisfy a mandatory predicate.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AIG-009,The platform SHALL support disabling AI while preserving core enforcement.,Tenant can run deterministic system with AI unavailable.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
AIG-010,AI safety and performance SHALL be continuously evaluated with versioned test suites.,Model update cannot be promoted without regression report.,PARTIAL,[],"[{""file"": ""tests/completion-security.test.mjs"", ""declaration"": ""test('AIG-010: versioned adversarial regression prevents provider promotion', () => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
CON-001,"Every connector SHALL declare supported actions, required permissions, target limitations, idempotency behaviour and coverage implications.",Connector manifest is present and signed.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
CON-002,"Connectors SHALL use least-privilege target credentials and separate read, write and administrative scopes where possible.",Permission review shows no unnecessary scope.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
CON-003,Secrets SHALL be stored in approved secret infrastructure and never logged.,Automated tests detect no secret in log or crash dump.,PARTIAL,[],"[{""file"": ""tests/lifecycle.test.mjs"", ""declaration"": ""test('AUD-003 CON-003: stored sensitive fields never appear as plaintext in database/WAL', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
CON-004,Connector inputs and target responses SHALL be schema-validated.,"Malformed target response produces uncertain outcome, not success.",PARTIAL,[],"[{""file"": ""tests/extended-security.test.mjs"", ""declaration"": ""test('CON-004 COM-012: missing data-output fields return UNCERTAIN rather than an exception after dispatch', t => {""}, {""file"": ""tests/lifecycle.test.mjs"", ""declaration"": ""for (const fault of ['malformed-response', 'altered-response']) test(`CON-004 COM-009: ${fault} cannot produce false success`, t => { const h = fixture(t), { certificate } = h.ready(); assert.equal(h.f.execute(h.p(), certificate, { fault }).payload.status, 'UNCERTAIN'); assert.equal(h.f.reconcile(h.p(), certificate.payload.certificate_id).payload.status, 'VERIFIED'); });""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
CON-005,Connectors SHALL implement bounded retries and reconciliation.,Failure injection does not duplicate a mutating action.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
CON-006,"Connector upgrades SHALL trigger compatibility, security and coverage revalidation.",Major target API change moves path to UNKNOWN until tests pass.,PARTIAL,[],"[{""file"": ""tests/completion-security.test.mjs"", ""declaration"": ""test('CON-006 NFR-MNT-005: lifecycle forbids EOL use and silent downgrade and preserves migration instructions', t => {""}, {""file"": ""tests/completion-security.test.mjs"", ""declaration"": ""test('COV-001 COV-003 COV-004 COV-005 COV-006 COV-009 COV-010 CON-006: technical evidence, drift and upgrade lifecycle', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
CON-007,The platform SHALL support customer-hosted connectors and gates for high-assurance deployment.,Customer VPC deployment operates without vendor access to target credential.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
CON-008,"Connector support access SHALL be time-bound, customer-authorised and audited.",Vendor engineer has no standing access.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
CON-009,"Connectors SHALL expose health, latency, error and target-rate metrics without exposing unnecessary payload.",Operations can diagnose SLA impact safely.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
CON-010,"Unsupported target capabilities SHALL be surfaced as limitations, never silently emulated with weaker control.",UI shows exact limitation and prevents guarantee label.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
UX-001,Routine low-risk workflows SHALL require no additional human approval when policy and evidence permit straight-through processing.,Design-partner workload achieves configured straight-through target.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
UX-002,"Approval UI SHALL present the exact material change, old/new values, amount/volume, destination, evidence gaps, policy consequences and expiry.",User test identifies the changed field without opening source systems.,PARTIAL,[],"[{""file"": ""tests/extended-security.test.mjs"", ""declaration"": ""test('ACT-007 UX-002: unsupported or ambiguous currency scales fail rather than render a false amount', t => {""}, {""file"": ""tests/http-concurrency-ui.test.mjs"", ""declaration"": ""test('UX-002 UX-003: UI state logic exposes no generic approval or executable non-ALLOW state', () => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
UX-003,Generic “Approve” without transaction detail SHALL not be used for protected actions.,UI lint/test rejects detail-free critical approval.,PARTIAL,[],"[{""file"": ""tests/http-concurrency-ui.test.mjs"", ""declaration"": ""test('UX-002 UX-003: UI state logic exposes no generic approval or executable non-ALLOW state', () => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
UX-004,Approval screens SHALL visually distinguish trusted Secure Mode from ordinary application UI.,User research demonstrates reliable recognition.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
UX-005,"Operators SHALL receive concise next actions for ESCROW, DEFER and uncertain outcomes.","Every state has owner, reason and resolution path.",NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
UX-006,The product SHALL minimise approval fatigue by batching only when individual semantic binding remains clear.,Batch approval shows each action and aggregate constraints; hidden additions invalidate batch.,PARTIAL,[],"[{""file"": ""tests/atomic-batch.test.mjs"", ""declaration"": ""test('ACT-012 COM-005 UX-006: atomic batch commits every exact child and rejects replay, missing or reversed authority', t => {""}, {""file"": ""tests/completion-security.test.mjs"", ""declaration"": ""test('ACT-012 UX-006: exact batch signatures execute each child once and never manufacture child authority', t => {""}, {""file"": ""tests/completion-security.test.mjs"", ""declaration"": ""test('UX-006: hidden additions and changed child evidence invalidate every batch approval', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
UX-007,The system SHALL support accessible interfaces while protecting the secure-display threat model.,Accessibility mode is documented with assurance level and tested.,PARTIAL,[],"[{""file"": ""tests/http-concurrency-ui.test.mjs"", ""declaration"": ""test('UX-007: static interface labels all named inputs and uses no unsafe DOM injection sink', () => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
UX-008,Customer administrators SHALL be able to simulate policy before enforcement.,Historical replay shows projected allow/deny/friction.,PARTIAL,[],"[{""file"": ""tests/runtime-audit.test.mjs"", ""declaration"": ""test('POL-010 UX-008: policy simulation records diff without activating candidate', t => { const h = fixture(t); h.proposed(); const p = clone(h.f.policy('acme')); p.rules['finance.payment.first'].max_quantity = 10; const result = h.f.simulate(h.p('policy-admin'), p); assert.ok(result.diff.length); assert.equal(result.activation, false); assert.notEqual(h.f.policy('acme').rules['finance.payment.first'].max_quantity, 10); });""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
UX-009,The UI SHALL display coverage and guarantee scope next to protected workflows.,User can see whether action is enforced or only monitored.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
UX-010,Error messages SHALL not disclose sensitive policy or resource information to unauthorised users.,Pen-test cases receive safe generic response while authorised operator receives reason.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-SEC-001,"The default architecture SHALL assume the network, endpoint, user session, calling application and communication channel may be compromised.",Threat model review and red-team scenarios.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-SEC-002,The trusted computing base SHALL be minimised and documented by component and line-of-code estimate.,Architecture bill of trust and independent review.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-SEC-003,Security-sensitive code SHALL meet a defined OWASP ASVS profile and secure coding standard.,Automated and manual verification report.,NOT_IMPLEMENTED,[],[],[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-SEC-004,"No production deployment SHALL contain default, shared or hardcoded privileged credentials.",Secret scan and deployment test.,PARTIAL,[],"[{""file"": ""tests/http-concurrency-ui.test.mjs"", ""declaration"": ""test('NFR-SEC-004: bootstrap creates random credentials, private files and refuses overwrite', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-SEC-005,All tenant boundaries SHALL be tested against confused-deputy and cross-tenant token attacks.,Negative multi-tenant test suite.,PARTIAL,[],"[{""file"": ""tests/atomic-batch.test.mjs"", ""declaration"": ""test('COM-005 NFR-SEC-005: another tenant cannot execute or reconcile a batch', t => {""}, {""file"": ""tests/lifecycle.test.mjs"", ""declaration"": ""test('NFR-SEC-005: cross-tenant read and execution rejected', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
NFR-SEC-006,The product SHALL support encryption in transit and at rest using current approved profiles and crypto agility.,Configuration inventory and scanner results.,PARTIAL,[],"[{""file"": ""tests/runtime-integrity.test.mjs"", ""declaration"": ""test('RUN-010 NFR-SEC-006: duplicate JSON configuration keys are rejected at startup', t => {""}]",[],,Inspect complete semantics and execute positive/negative acceptance evidence; candidate test names are not proof.
